Molecule,=O,O,C,N,-O,=N,=N-O,-C(=O)H,-C#CH,-C#N,-OEt,-OMe,-N,-C(=O)N,-X,F,-CF3,=NCH3,-cPropyl,-tBu,-C(=O)OMe,-C(=O)O,-NC(=O)CH3,U0,U,H,G,Cv
ON=C(CC#N)C#C,0.0,1.0,5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-377.45374,-377.445525,-377.44458,-377.486899,28.613
ON=C(CC=O)C#C,1.0,2.0,5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-398.527244,-398.518642,-398.517698,-398.561461,29.522
CC#CC(=NO)C#C,0.0,1.0,6,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.359729,-361.350685,-361.34974,-361.394687,30.82
CC#CC(CO)=NO,0.0,2.0,5,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.723392,-399.713649,-399.712704,-399.760664,32.41
CCC(=NO)C#CC,0.0,1.0,6,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.806726,-363.79687,-363.795926,-363.843568,33.44
CCC(CC#C)=NO,0.0,1.0,6,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.793251,-363.783926,-363.782982,-363.827622,33.409
CCC(CC#N)=NO,0.0,1.0,5,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.901562,-379.89259,-379.891645,-379.935869,31.419
CCC(CC=O)=NO,1.0,2.0,5,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.972102,-400.962745,-400.9618,-401.007505,32.147
CCCC(=NO)C#C,0.0,1.0,6,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.794652,-363.785273,-363.784328,-363.829028,33.395
COCC(=NO)C#C,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.701038,-399.691869,-399.690925,-399.735353,31.602
OCCC(=NO)C#C,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.714593,-399.705417,-399.704473,-399.748783,32.157
C[NH2+]CC(C=O)=N[O-],0.0,2.0,4,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-416.991713,-416.983002,-416.982058,-417.025505,29.84
CCC(CCO)=NO,0.0,2.0,5,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.158561,-402.148711,-402.147767,-402.193784,34.693
CCC(COC)=NO,0.0,2.0,5,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.149144,-402.139363,-402.138419,-402.184274,34.114
CCCC(CC)=NO,0.0,1.0,6,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.2381,-366.227998,-366.227054,-366.273475,36.004
CCCC(CO)=NO,0.0,2.0,5,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.158833,-402.149256,-402.148312,-402.19348,34.273
C[NH2+]CC(CO)=N[O-],0.0,2.0,4,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-418.138616,-418.129558,-418.128614,-418.172491,32.25
OCCC(CO)=NO,0.0,3.0,4,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-438.079288,-438.069958,-438.069014,-438.113875,32.969
CC(=NO)C(=NO)C#C,0.0,2.0,5,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453.828674,-453.818896,-453.817952,-453.863645,34.926
NC(=[NH2+])C(=N[O-])C#N,0.0,1.0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-410.814514,-410.806401,-410.805457,-410.846854,28.975
NC(=[NH2+])C(C=O)=N[O-],0.0,2.0,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-431.877352,-431.869068,-431.868124,-431.909912,29.73
CC(C#C)C(C)=NO,0.0,1.0,6,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.794421,-363.784845,-363.783901,-363.828868,34.242
CC(C#N)C(C)=NO,0.0,1.0,5,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.902336,-379.89309,-379.892146,-379.936783,32.14
CC(C)C(=NO)C#C,0.0,1.0,6,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.794454,-363.785066,-363.784122,-363.828924,33.969
CC(O)C(=NO)C#C,0.0,2.0,5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.717886,-399.708798,-399.707853,-399.7514,32.789
CC(C=O)C(C)=NO,6.0,2.0,5,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.974371,-400.964779,-400.963835,-401.009486,33.093
CCC(=NO)C(C)=NO,0.0,2.0,5,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-456.275959,-456.265455,-456.264511,-456.312007,37.568
CCC(=NO)C(N)=O,0.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-417.060638,-417.051394,-417.05045,-417.095408,32.426
CNC(=O)C(C)=NO,8.0,2.0,4,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-417.057766,-417.048335,-417.04739,-417.092636,32.091
NC(=[NH2+])C(CO)=N[O-],0.0,2.0,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-433.071644,-433.062903,-433.061959,-433.104759,31.735
CC(C)C(CO)=NO,0.0,2.0,5,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.159952,-402.150163,-402.149219,-402.194344,35.258
CCC(=NO)C(C)C,0.0,1.0,6,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.237293,-366.227364,-366.22642,-366.271513,36.564
CCC(=NO)C(C)O,0.0,2.0,5,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.162534,-402.152667,-402.151723,-402.196966,35.506
CC(=NO)C(O)CO,0.0,3.0,4,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-438.087775,-438.078301,-438.077357,-438.122432,33.634
CC(CO)C(C)=NO,0.0,2.0,5,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.16002,-402.149955,-402.149011,-402.195041,35.636
CCC(C)C(C)=NO,0.0,1.0,6,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.238059,-366.227792,-366.226848,-366.273282,36.838
CCC(O)C(C)=NO,0.0,2.0,5,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.163413,-402.153172,-402.152228,-402.198982,35.823
COC(C)C(C)=NO,0.0,2.0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.153837,-402.143618,-402.142674,-402.189457,35.347
CC(=NO)C1(C)CC1,0.0,1.0,6,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.018423,-365.009236,-365.008291,-365.052231,33.964
CC(=NO)C1(C)CN1,0.0,1.0,5,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.059702,-381.050648,-381.049703,-381.093421,33.05
CC(=NO)C1(C)CO1,0.0,2.0,5,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.942217,-400.933098,-400.932154,-400.97635,32.456
CC(=NO)C1(O)CC1,0.0,2.0,5,1.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.943819,-400.934945,-400.934,-400.977403,32.715
ON=C1CC(=O)C=C1,6.0,2.0,5,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-398.594809,-398.587903,-398.586959,-398.626086,25.642
ON=C1CC(C=C1)=NO,0.0,2.0,5,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453.881344,-453.873141,-453.872196,-453.914254,30.721
ON=C1COC(=N)C1,0.0,2.0,4,2.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.835076,-415.827718,-415.826774,-415.867523,26.637
ON=C1CCC(=O)C1,7.0,2.0,5,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.79375,-399.786242,-399.785298,-399.826031,27.775
ON=C1CCC(C1)=NO,0.0,2.0,5,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-455.080627,-455.07196,-455.071015,-455.114246,32.599
ON=C1CNC(=O)C1,8.0,2.0,4,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.863473,-415.856091,-415.855147,-415.895605,26.957
ON=C1COC(=O)C1,8.0,3.0,4,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-435.737249,-435.730107,-435.729162,-435.769327,25.653
CC1=CC(CC1)=NO,0.0,1.0,6,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.852887,-363.84474,-363.843796,-363.885767,29.887
CC1=CC(CN1)=NO,0.0,1.0,5,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.900911,-379.892938,-379.891994,-379.933077,29.551
NC1=CC(CC1)=NO,0.0,1.0,5,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.908074,-379.900149,-379.899205,-379.940521,29.784
CC1=CCC(C1)=NO,0.0,1.0,6,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.846953,-363.83893,-363.837986,-363.879332,29.983
CC1CC(C=C1)=NO,0.0,1.0,6,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.845008,-363.837114,-363.83617,-363.877567,29.562
CN1CC(C=C1)=NO,0.0,1.0,5,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.887533,-379.879621,-379.878677,-379.919671,28.946
ON=C1CC(O)C=C1,0.0,2.0,5,1.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.768262,-399.760662,-399.759718,-399.800889,28.25
CC1CC(CO1)=NO,0.0,2.0,5,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.967338,-400.959355,-400.95841,-400.999772,29.674
CC1CCC(C1)=NO,0.0,1.0,6,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.049555,-365.041332,-365.040388,-365.082059,31.286
ON=C1CCC(O)C1,0.0,2.0,5,1.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.97268,-400.964706,-400.963761,-401.005024,30.081
CC12CC(=NO)C1N2,0.0,1.0,5,2.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.840098,-379.832439,-379.831494,-379.871842,29.032
CC12CC(=NO)C1O2,0.0,2.0,5,1.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.718217,-399.710589,-399.709645,-399.749977,28.58
CC12CC1C(C2)=NO,0.0,1.0,6,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.797834,-363.790015,-363.789071,-363.829657,29.969
ON=C1CC2(O)CC12,0.0,2.0,5,1.0,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.718609,-399.711022,-399.710077,-399.75023,28.907
ON=C1CC(C1)C#C,0.0,1.0,6,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.574558,-362.566519,-362.565575,-362.607265,29.716
ON=C1CC(C1)C#N,0.0,1.0,5,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-378.681756,-378.674109,-378.673165,-378.714294,27.515
ON=C1CC(C1)C=O,3.0,2.0,5,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.752057,-399.744036,-399.743092,-399.785367,28.481
ON=C1CN(C1)C=O,3.0,2.0,4,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.814778,-415.806955,-415.806011,-415.847817,27.158
CCC1CC(C1)=NO,0.0,1.0,6,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.018451,-365.009625,-365.008681,-365.052342,32.32
CCN1CC(C1)=NO,0.0,1.0,5,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.050515,-381.04192,-381.040976,-381.083748,31.231
COC1CC(C1)=NO,0.0,2.0,5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.9337,-400.925175,-400.924231,-400.96708,30.669
OCC1CC(C1)=NO,0.0,2.0,5,1.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.938864,-400.930222,-400.929278,-400.973415,31.014
CC(CC1CC1)=NO,0.0,1.0,6,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.01517,-365.005973,-365.005029,-365.050046,32.984
CC(CC1CO1)=NO,0.0,2.0,5,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.936401,-400.927445,-400.926501,-400.971353,31.217
CC(CN1CC1)=NO,0.0,1.0,5,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.049285,-381.040322,-381.039377,-381.083772,31.843
ON=C1CC2(CC2)C1,0.0,1.0,6,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.794376,-363.786589,-363.785645,-363.826839,29.615
ON=C1CC2(CN2)C1,0.0,1.0,5,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.835895,-379.828284,-379.82734,-379.868131,28.714
ON=C1CC2(CO2)C1,0.0,2.0,5,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.718923,-399.711438,-399.710494,-399.750969,27.985
ON=C1CCC=CC1,0.0,1.0,6,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.84351,-363.836117,-363.835173,-363.875195,28.45
ON=C1COC=NC1,0.0,2.0,4,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.820763,-415.813614,-415.812669,-415.852638,25.844
ON=C1CCCC=C1,0.0,1.0,6,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.848987,-363.84171,-363.840766,-363.880387,28.242
ON=C1CCNC=C1,0.0,1.0,5,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.899988,-379.892766,-379.891822,-379.931208,27.957
ON=C1COCC=C1,0.0,2.0,5,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.760755,-399.753691,-399.752747,-399.792021,26.721
ON=C1CCCCC1,0.0,1.0,6,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.051483,-365.043844,-365.0429,-365.083301,29.867
ON=C1CCCOC1,0.0,2.0,5,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.964306,-400.956888,-400.955944,-400.995967,28.335
ON=C1CCOCC1,0.0,2.0,5,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.967871,-400.960513,-400.959569,-400.99946,28.235
ON=C1COCOC1,0.0,3.0,4,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436.883707,-436.876585,-436.875641,-436.915175,26.554
ON=C1C=CNC1=N,0.0,1.0,4,3.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-394.754336,-394.747078,-394.746134,-394.786368,26.477
ON=C1C=CCC1=O,7.0,2.0,5,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-398.586535,-398.579664,-398.57872,-398.617757,25.502
ON=C1CC=CC1=O,7.0,2.0,5,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-398.583386,-398.576546,-398.575602,-398.614536,25.411
ON=C1CC=CC1=NO,0.0,2.0,5,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453.872681,-453.864623,-453.863679,-453.905339,30.444
ON=C1C=CNC1=O,7.0,2.0,4,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-414.656994,-414.650203,-414.649259,-414.687983,25.155
ON=C1CCOC1=N,0.0,2.0,4,2.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.827331,-415.820243,-415.819298,-415.858889,26.125
ON=C1CCCC1=O,7.0,2.0,5,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.785217,-399.777905,-399.776961,-399.816992,27.238
ON=C1CCCC1=NO,0.0,2.0,5,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-455.076552,-455.068085,-455.067141,-455.109728,32.048
ON=C1CCNC1=O,7.0,2.0,4,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.853652,-415.8464,-415.845456,-415.885393,26.545
ON=C1CCOC1=O,7.0,3.0,4,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-435.728225,-435.721243,-435.720298,-435.759784,25.207
ON=C1CNCC1=O,7.0,2.0,4,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.818992,-415.811765,-415.810821,-415.850718,26.516
ON=C1CNCC1=NO,0.0,2.0,4,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-471.111166,-471.102776,-471.101832,-471.144307,31.337
ON=C1COCC1=O,7.0,3.0,4,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-435.696079,-435.68893,-435.687985,-435.727791,25.662
ON=C1COCC1=NO,0.0,3.0,4,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-490.988764,-490.980436,-490.979492,-491.021929,30.492
CC1=CCCC1=NO,0.0,1.0,6,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.848521,-363.840458,-363.839514,-363.881886,29.757
CC1=CNCC1=NO,0.0,1.0,5,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.899514,-379.891634,-379.89069,-379.931464,29.391
NC1=NCCC1=NO,0.0,1.0,4,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.962326,-395.954718,-395.953774,-395.99428,28.527
CC1C=CCC1=NO,0.0,1.0,6,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.840516,-363.832645,-363.831701,-363.87272,29.649
