Molecule,=O,O,C,N,-O,=N,=N-O,-tBu,-C(=O)H,-C(=O)CH3,-C(=O)N,-N,-C#CH,-C#N,#N,-OEt,-OMe,-cPropyl,-X,F,-CF3,=NCH3,-NC(=O)CH3,-C(=O)O,-C(=O)OMe,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
CC(CC(N)=O)=NO,1.0,2.0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.033,64.58,-0.2384,-0.0054,0.233,1107.8761,0.128252,-417.059279,-417.049833,-417.048889,-417.095303,32.585
CC(C)CC(C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,78.35,-0.2384,0.0166,0.255,1314.0318,0.185482,-366.240676,-366.230361,-366.229416,-366.276382,36.801
CC(O)CC(C)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5631,71.09,-0.2409,0.0109,0.2518,1268.2619,0.161999,-402.163339,-402.153281,-402.152337,-402.198918,35.582
CC1(C)CC(C1)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,75.8,-0.2397,0.0087,0.2484,1136.4623,0.163096,-365.021781,-365.012945,-365.012001,-365.055973,33.286
CC1(O)CC(C1)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7196,68.69,-0.2416,0.0078,0.2494,1079.8549,0.139434,-400.948972,-400.940452,-400.939507,-400.981779,32.203
CC#CCC(C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255,76.77,-0.2431,0.012,0.255,1454.7174,0.138461,-363.806149,-363.796006,-363.795062,-363.843823,33.775
CC(=NO)C#CC#C,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166,87.22,-0.2314,-0.0561,0.1754,1447.2066,0.091995,-361.37166,-361.36287,-361.361926,-361.405371,30.759
CC(=NO)C#CC#N,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2265,78.7,-0.262,-0.081,0.181,1416.177,0.081977,-377.470281,-377.461923,-377.460979,-377.503856,28.312
CC(=NO)C#CC=O,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1003,76.59,-0.2568,-0.0857,0.1711,1464.6313,0.092065,-398.536399,-398.527448,-398.526503,-398.571419,29.331
CC(CCC#C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7158,74.57,-0.2443,0.0082,0.2525,1428.3168,0.138695,-363.795555,-363.786012,-363.785068,-363.830534,33.577
CC(CCC#N)=NO,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0175,69.37,-0.2586,-0.006,0.2526,1396.4665,0.128485,-379.903682,-379.894511,-379.893567,-379.938544,31.433
CC(CCC=O)=NO,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2509,69.61,-0.2463,-0.0258,0.2205,1466.419,0.138576,-400.973076,-400.963491,-400.962547,-401.008934,32.368
CC(CNC=O)=NO,1.0,2.0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7818,66.02,-0.2475,-0.0006,0.2469,1317.2049,0.12826,-417.047906,-417.03859,-417.037646,-417.083507,31.524
CC(COC=N)=NO,0.0,2.0,4,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0391,66.7,-0.2593,-0.0074,0.2519,1203.2381,0.128105,-417.012895,-417.003688,-417.002743,-417.048094,31.279
CC(COC=O)=NO,1.0,3.0,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6963,62.29,-0.2646,-0.0126,0.252,1209.8175,0.115763,-436.915926,-436.90686,-436.905916,-436.95116,30.325
CC(=NO)C#CCO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2814,74.49,-0.227,-0.0242,0.2028,1562.3381,0.115331,-399.721231,-399.71153,-399.710586,-399.757788,32.229
CCC#CC(C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8541,81.69,-0.2238,-0.0207,0.2031,1600.6745,0.139078,-363.807196,-363.797334,-363.796389,-363.843771,33.471
CC(CCCO)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4599,72.0,-0.2396,0.0169,0.2565,1586.8145,0.162524,-402.159485,-402.149321,-402.148376,-402.195685,34.921
CCCCC(C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7178,79.32,-0.2378,0.0182,0.256,1654.9943,0.18597,-366.239746,-366.229382,-366.228438,-366.276079,36.184
CCOCC(C)=NO,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0087,73.21,-0.2454,0.01,0.2554,1510.7112,0.161994,-402.156301,-402.146194,-402.14525,-402.192448,34.493
COCCC(C)=NO,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2366,72.58,-0.2425,0.0125,0.255,1551.0238,0.162185,-402.152054,-402.141941,-402.140996,-402.188143,34.394
CC1(C)CCC1=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7395,75.32,-0.2401,0.0102,0.2503,1026.1629,0.163126,-365.021618,-365.012529,-365.011585,-365.056651,33.427
CC1(C)NCC1=NO,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198,71.91,-0.2278,0.0066,0.2344,1003.1681,0.151962,-381.061103,-381.052279,-381.051335,-381.09405,32.717
CC1(C)OCC1=NO,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0785,68.31,-0.2459,0.001,0.2469,986.2809,0.139181,-400.944193,-400.935445,-400.934501,-400.977158,31.893
CC1(O)CCC1=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9421,68.25,-0.2486,0.0004,0.249,983.7517,0.139515,-400.947904,-400.939105,-400.938161,-400.981336,32.281
ON=C(CC#C)C#C,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6382,70.97,-0.2459,-0.0376,0.2084,1091.3741,0.091451,-361.34644,-361.337818,-361.336874,-361.379798,30.819
ON=C(CC#N)C#C,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0964,65.92,-0.2614,-0.054,0.2074,1060.7387,0.081305,-377.45374,-377.445525,-377.44458,-377.486899,28.613
ON=C(CC=O)C#C,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3826,66.14,-0.2489,-0.0553,0.1935,1090.1851,0.091529,-398.527244,-398.518642,-398.517698,-398.561461,29.522
CC#CC(=NO)C#C,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8254,78.37,-0.2297,-0.051,0.1787,1266.4262,0.091713,-361.359729,-361.350685,-361.34974,-361.394687,30.82
CC#CC(CO)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0207,73.63,-0.2235,-0.0215,0.202,1277.0373,0.11518,-399.723392,-399.713649,-399.712704,-399.760664,32.41
CCC(=NO)C#CC,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,80.29,-0.2251,-0.0212,0.2039,1350.6201,0.139236,-363.806726,-363.79687,-363.795926,-363.843568,33.44
CCC(CC#C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5502,73.16,-0.2489,0.0052,0.2541,1156.2593,0.139159,-363.793251,-363.783926,-363.782982,-363.827622,33.409
CCC(CC#N)=NO,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3164,68.44,-0.2646,-0.0094,0.2551,1089.843,0.128611,-379.901562,-379.89259,-379.891645,-379.935869,31.419
CCC(CC=O)=NO,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1277,68.88,-0.2455,-0.0377,0.2078,1165.3207,0.139195,-400.972102,-400.962745,-400.9618,-401.007505,32.147
CCCC(=NO)C#C,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2935,75.98,-0.2393,-0.0296,0.2097,1307.6756,0.139005,-363.794652,-363.785273,-363.784328,-363.829028,33.395
COCC(=NO)C#C,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.289,69.79,-0.2408,-0.0319,0.209,1216.849,0.114999,-399.701038,-399.691869,-399.690925,-399.735353,31.602
OCCC(=NO)C#C,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1136,68.57,-0.2417,-0.0329,0.2088,1242.0913,0.115546,-399.714593,-399.705417,-399.704473,-399.748783,32.157
C[NH2+]CC(C=O)=N[O-],1.0,2.0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5567,69.47,-0.2347,-0.0764,0.1583,1242.6902,0.129307,-416.991713,-416.983002,-416.982058,-417.025505,29.84
CCC(CCO)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709,71.2,-0.2417,0.0087,0.2504,1339.6576,0.163301,-402.158561,-402.148711,-402.147767,-402.193784,34.693
CCC(COC)=NO,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7511,70.69,-0.2502,0.0026,0.2528,1111.3942,0.163061,-402.149144,-402.139363,-402.138419,-402.184274,34.114
CCCC(CC)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6297,78.63,-0.2383,0.0158,0.2541,1400.8011,0.186636,-366.2381,-366.227998,-366.227054,-366.273475,36.004
CCCC(CO)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,71.4,-0.254,-0.001,0.253,1361.5638,0.163628,-402.158833,-402.149256,-402.148312,-402.19348,34.273
C[NH2+]CC(CO)=N[O-],0.0,2.0,4,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7692,71.67,-0.146,0.0102,0.1562,1081.7132,0.153041,-418.138616,-418.129558,-418.128614,-418.172491,32.25
OCCC(CO)=NO,0.0,3.0,4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4532,63.88,-0.2561,-0.008,0.248,1243.3929,0.140288,-438.079288,-438.069958,-438.069014,-438.113875,32.969
CC(=NO)C(=NO)C#C,0.0,2.0,5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1976,79.57,-0.2313,-0.0521,0.1792,1326.208,0.108567,-453.828674,-453.818896,-453.817952,-453.863645,34.926
NC(=[NH2+])C(=N[O-])C#N,0.0,1.0,3,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6565,66.06,-0.2025,-0.062,0.1405,935.7705,0.083084,-410.814514,-410.806401,-410.805457,-410.846854,28.975
NC(=[NH2+])C(C=O)=N[O-],1.0,2.0,3,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9283,66.52,-0.1824,-0.0552,0.1272,971.8243,0.093351,-431.877352,-431.869068,-431.868124,-431.909912,29.73
CC(C#C)C(C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4104,73.29,-0.2469,0.0089,0.2557,1098.4306,0.138312,-363.794421,-363.784845,-363.783901,-363.828868,34.242
CC(C#N)C(C)=NO,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6702,68.16,-0.2637,-0.0096,0.2542,1073.4763,0.128017,-379.902336,-379.89309,-379.892146,-379.936783,32.14
CC(C)C(=NO)C#C,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6098,75.65,-0.2379,-0.0287,0.2092,1032.237,0.138845,-363.794454,-363.785066,-363.784122,-363.828924,33.969
CC(O)C(=NO)C#C,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0923,68.54,-0.2437,-0.0383,0.2054,986.8855,0.115179,-399.717886,-399.708798,-399.707853,-399.7514,32.789
CC(C=O)C(C)=NO,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1285,69.05,-0.2434,-0.0371,0.2064,1093.2304,0.138306,-400.974371,-400.964779,-400.963835,-401.009486,33.093
CCC(=NO)C(C)=NO,0.0,2.0,5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,81.65,-0.2283,-0.0329,0.1955,1416.6738,0.156231,-456.275959,-456.265455,-456.264511,-456.312007,37.568
CCC(=NO)C(N)=O,1.0,2.0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2707,65.16,-0.2519,-0.038,0.2139,1032.5375,0.128956,-417.060638,-417.051394,-417.05045,-417.095408,32.426
CNC(=O)C(C)=NO,1.0,2.0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2795,67.1,-0.247,-0.0365,0.2105,1147.9676,0.128485,-417.057766,-417.048335,-417.04739,-417.092636,32.091
NC(=[NH2+])C(CO)=N[O-],0.0,2.0,3,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1903,67.55,-0.1725,-0.0351,0.1374,992.4534,0.117945,-433.071644,-433.062903,-433.061959,-433.104759,31.735
CC(C)C(CO)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1248,70.32,-0.2491,0.0065,0.2556,1109.8886,0.162711,-402.159952,-402.150163,-402.149219,-402.194344,35.258
CCC(=NO)C(C)C,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175,77.58,-0.2402,0.0158,0.256,1158.5713,0.186407,-366.237293,-366.227364,-366.22642,-366.271513,36.564
CCC(=NO)C(C)O,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4951,70.96,-0.2421,0.01,0.2521,1101.6544,0.162644,-402.162534,-402.152667,-402.151723,-402.196966,35.506
CC(=NO)C(O)CO,0.0,3.0,4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3481,63.95,-0.255,-0.006,0.249,1172.7686,0.139445,-438.087775,-438.078301,-438.077357,-438.122432,33.634
CC(CO)C(C)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5359,70.68,-0.2433,0.0134,0.2567,1220.9993,0.162312,-402.16002,-402.149955,-402.149011,-402.195041,35.636
CCC(C)C(C)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616,78.27,-0.2384,0.0195,0.2579,1282.6275,0.185737,-366.238059,-366.227792,-366.226848,-366.273282,36.838
CCC(O)C(C)=NO,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7157,71.44,-0.2452,0.0095,0.2547,1248.7816,0.16182,-402.163413,-402.153172,-402.152228,-402.198982,35.823
COC(C)C(C)=NO,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0096,71.98,-0.2441,0.0125,0.2567,1205.7672,0.161531,-402.153837,-402.143618,-402.142674,-402.189457,35.347
CC(=NO)C1(C)CC1,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5893,74.93,-0.235,0.0158,0.2508,1054.4434,0.163085,-365.018423,-365.009236,-365.008291,-365.052231,33.964
CC(=NO)C1(C)CN1,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2266,71.48,-0.2363,0.0028,0.2392,1030.5544,0.151866,-381.059702,-381.050648,-381.049703,-381.093421,33.05
CC(=NO)C1(C)CO1,0.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4383,67.48,-0.2516,0.0029,0.2545,1013.9501,0.138727,-400.942217,-400.933098,-400.932154,-400.97635,32.456
CC(=NO)C1(O)CC1,0.0,2.0,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8852,68.02,-0.237,0.0063,0.2432,1012.1215,0.139406,-400.943819,-400.934945,-400.934,-400.977403,32.715
ON=C1CC(=O)C=C1,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9305,68.46,-0.2498,-0.0787,0.1711,993.1983,0.095483,-398.594809,-398.587903,-398.586959,-398.626086,25.642
ON=C1CC(C=C1)=NO,0.0,2.0,5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5351,83.3,-0.2196,-0.0621,0.1575,1410.0958,0.112126,-453.881344,-453.873141,-453.872196,-453.914254,30.721
ON=C1COC(=N)C1,0.0,2.0,4,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5911,62.63,-0.2627,-0.0171,0.2456,1008.9265,0.107142,-415.835076,-415.827718,-415.826774,-415.867523,26.637
ON=C1CCC(=O)C1,1.0,2.0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1549,64.68,-0.2459,-0.0282,0.2177,1015.6061,0.11799,-399.79375,-399.786242,-399.785298,-399.826031,27.775
ON=C1CCC(C1)=NO,0.0,2.0,5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856,75.69,-0.2461,-0.006,0.2401,1346.8455,0.134974,-455.080627,-455.07196,-455.071015,-455.114246,32.599
ON=C1CNC(=O)C1,1.0,2.0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3688,61.51,-0.2502,-0.011,0.2392,1012.9119,0.107587,-415.863473,-415.856091,-415.855147,-415.895605,26.957
ON=C1COC(=O)C1,1.0,3.0,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7377,57.53,-0.269,-0.0249,0.2441,988.0664,0.095044,-435.737249,-435.730107,-435.729162,-435.769327,25.653
CC1=CC(CC1)=NO,0.0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8225,78.45,-0.2109,-0.0193,0.1916,1098.4078,0.141862,-363.852887,-363.84474,-363.843796,-363.885767,29.887
CC1=CC(CN1)=NO,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8045,75.27,-0.1832,-0.0079,0.1752,1066.8758,0.13065,-379.900911,-379.892938,-379.891994,-379.933077,29.551
NC1=CC(CC1)=NO,0.0,1.0,5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6331,75.67,-0.1852,0.0046,0.1898,1059.599,0.131388,-379.908074,-379.900149,-379.899205,-379.940521,29.784
